age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
26,services,married,tertiary,no,17866,no,no,cellular,21,dec,3493,33,334,13,unknown,no
41,retired,married,secondary,no,11910,yes,no,unknown,21,jun,3775,24,242,6,unknown,no
32,housemaid,single,tertiary,no,15915,no,yes,cellular,17,dec,763,31,83,8,failure,no
53,student,single,secondary,no,8198,yes,no,cellular,27,jun,2785,42,336,25,unknown,yes
30,retired,married,tertiary,no,2564,no,no,cellular,12,apr,2853,23,54,1,unknown,no
61,entrepreneur,married,tertiary,no,2228,yes,no,cellular,16,nov,1329,17,320,19,unknown,no
88,student,single,tertiary,no,5155,yes,no,cellular,12,apr,2145,33,92,2,unknown,no
89,entrepreneur,married,secondary,no,13184,yes,no,unknown,4,feb,3921,37,107,11,unknown,no
93,retired,married,secondary,no,-1683,yes,no,cellular,28,mar,2845,36,338,18,unknown,no
53,technician,single,tertiary,no,-1290,no,no,cellular,25,oct,1358,19,349,15,failure,no
78,retired,married,tertiary,no,9388,no,no,cellular,9,jun,2906,21,219,6,unknown,no
57,entrepreneur,divorced,primary,no,6642,no,no,cellular,15,apr,2482,39,36,11,unknown,no
44,entrepreneur,married,secondary,no,16127,no,no,unknown,5,mar,446,40,233,9,unknown,no
18,management,divorced,secondary,no,-677,yes,yes,cellular,23,jan,2017,19,121,21,unknown,yes
51,admin.,married,tertiary,no,9752,yes,yes,cellular,11,dec,1331,8,74,2,unknown,no
85,blue-collar,single,primary,no,17064,no,yes,unknown,18,nov,248,26,207,7,unknown,no
38,services,married,secondary,no,2237,no,no,cellular,1,nov,165,41,337,23,unknown,no
50,student,married,tertiary,no,1051,no,no,cellular,31,nov,3552,18,309,6,unknown,no
24,retired,married,tertiary,no,19048,yes,no,telephone,16,mar,3031,14,72,8,unknown,yes
82,management,single,tertiary,no,8543,no,no,cellular,28,jan,1358,18,90,29,unknown,no
20,technician,married,secondary,no,17088,yes,no,unknown,18,apr,1019,37,365,18,unknown,no
68,entrepreneur,married,secondary,no,3675,no,no,cellular,31,dec,541,28,307,4,unknown,no
71,retired,married,tertiary,no,4787,no,no,cellular,13,apr,758,33,293,21,unknown,no
91,entrepreneur,married,tertiary,no,640,no,no,cellular,20,nov,3177,6,299,8,unknown,no
76,housemaid,single,tertiary,no,10317,yes,no,unknown,16,dec,3634,7,342,15,unknown,no
23,management,divorced,tertiary,no,9640,yes,yes,cellular,22,jan,2128,5,234,19,unknown,no
46,retired,married,secondary,no,5376,yes,no,unknown,16,jul,2180,27,317,20,unknown,no
34,housemaid,married,tertiary,no,6138,no,no,cellular,3,may,796,8,213,8,unknown,no
77,unemployed,divorced,secondary,no,3362,yes,yes,unknown,18,jan,2947,38,67,11,unknown,no
39,student,single,secondary,no,-1306,no,no,unknown,29,may,137,33,223,26,success,no
41,management,single,tertiary,no,18637,no,no,cellular,23,dec,2231,12,215,19,unknown,no
68,retired,married,primary,no,8385,no,yes,cellular,24,jul,3472,37,165,14,unknown,no
67,retired,married,secondary,no,13201,yes,no,telephone,25,jun,1353,37,60,17,unknown,no
28,self-employed,married,secondary,no,-232,no,no,cellular,11,oct,2832,15,283,8,failure,yes
73,management,married,secondary,no,10616,no,no,cellular,28,may,3579,17,69,26,unknown,no
88,management,single,tertiary,no,-1829,no,no,cellular,26,aug,1875,37,352,27,unknown,no
59,entrepreneur,married,tertiary,no,749,yes,no,cellular,13,sep,3031,42,30,2,unknown,no
56,student,married,primary,no,1102,yes,no,cellular,24,jan,68,29,184,10,unknown,no
86,retired,divorced,secondary,no,15004,no,no,cellular,2,jun,2593,3,126,5,unknown,no
65,blue-collar,married,secondary,no,12607,yes,no,cellular,3,feb,3845,11,137,8,success,no
74,blue-collar,divorced,primary,no,3214,yes,no,cellular,31,aug,2100,26,139,2,unknown,no
38,blue-collar,married,tertiary,no,-1924,no,no,unknown,1,may,1473,40,262,23,success,no
37,unemployed,married,secondary,no,16582,yes,no,cellular,1,jan,204,45,87,8,unknown,no
32,retired,married,tertiary,no,2237,yes,yes,cellular,15,may,2173,6,155,2,unknown,no
86,retired,married,secondary,no,4027,yes,no,telephone,22,oct,3818,35,330,18,unknown,no
94,housemaid,married,secondary,no,11241,no,no,cellular,3,may,42,24,275,3,unknown,no
68,self-employed,married,primary,no,8367,no,no,unknown,4,feb,3823,39,119,12,failure,no
93,management,married,primary,no,13031,yes,no,cellular,26,apr,1906,34,320,16,success,yes
79,entrepreneur,single,tertiary,no,544,yes,yes,unknown,12,jun,2158,24,399,1,failure,no
54,self-employed,married,primary,no,14371,no,no,cellular,24,jan,760,19,163,29,unknown,no
23,housemaid,married,primary,no,857,yes,yes,cellular,21,nov,3734,13,325,15,unknown,no
88,retired,married,tertiary,no,-447,yes,yes,unknown,12,sep,3254,43,137,0,unknown,no
43,services,married,secondary,no,4274,yes,no,cellular,14,jul,2895,9,230,2,success,yes
25,management,married,primary,no,10556,yes,no,telephone,11,jun,2142,19,299,15,unknown,no
90,unemployed,married,tertiary,no,18124,no,no,cellular,6,jan,1994,32,201,5,unknown,no
21,blue-collar,married,primary,no,7153,no,no,cellular,25,aug,3445,21,89,7,unknown,no
38,unemployed,married,tertiary,no,-373,no,yes,cellular,14,aug,1935,32,232,4,unknown,no
48,student,married,primary,no,9523,yes,no,cellular,27,apr,3591,46,73,7,other,no
38,retired,divorced,secondary,no,-926,yes,no,cellular,27,apr,899,12,288,21,unknown,no
42,housemaid,married,secondary,no,17588,yes,no,unknown,2,jan,359,29,164,0,unknown,no
32,student,married,secondary,no,11990,yes,yes,unknown,3,sep,2947,33,368,18,unknown,no
52,student,divorced,secondary,no,15412,yes,no,unknown,21,aug,1719,1,140,29,unknown,no
66,services,divorced,secondary,no,15031,no,no,cellular,18,oct,280,49,357,1,unknown,yes
60,technician,divorced,tertiary,no,11025,yes,no,cellular,8,jul,3266,4,349,5,unknown,no
58,blue-collar,married,tertiary,no,12837,no,yes,cellular,2,feb,1887,13,87,23,failure,no
54,entrepreneur,single,secondary,no,3303,yes,no,unknown,20,jul,3266,23,353,5,success,no
74,retired,single,secondary,no,12744,yes,no,cellular,16,apr,666,28,292,19,unknown,no
59,admin.,single,secondary,no,17546,yes,no,cellular,14,mar,92,43,18,19,unknown,no
64,services,married,tertiary,no,11747,no,no,cellular,19,nov,671,12,321,8,success,no
78,services,married,secondary,no,11107,no,no,cellular,20,dec,1969,19,29,0,unknown,no
31,management,divorced,secondary,no,15286,no,no,unknown,4,oct,60,33,213,1,unknown,no
85,unemployed,married,secondary,no,18451,yes,no,telephone,6,apr,2681,18,251,19,unknown,no
70,blue-collar,married,tertiary,no,7695,no,yes,unknown,26,oct,3122,34,167,18,unknown,no
51,retired,married,secondary,no,3076,yes,yes,cellular,28,jun,3474,30,142,15,unknown,no
93,admin.,married,secondary,no,9054,no,no,cellular,12,jul,3860,43,197,8,success,no
41,blue-collar,married,secondary,no,897,no,yes,cellular,26,feb,1028,47,355,4,unknown,no
37,housemaid,married,tertiary,no,7537,no,no,cellular,10,jul,1489,47,363,23,unknown,no
86,student,divorced,tertiary,no,19946,yes,yes,unknown,9,oct,603,6,335,19,unknown,no
47,admin.,married,tertiary,no,6681,no,no,cellular,3,feb,681,4,84,10,unknown,no
24,self-employed,married,tertiary,no,19636,no,no,telephone,1,nov,3900,12,353,19,unknown,no
53,self-employed,single,secondary,no,5851,yes,no,unknown,14,feb,2581,23,103,13,unknown,no
55,services,married,secondary,no,12585,yes,no,cellular,8,jan,1428,28,117,25,unknown,no
69,housemaid,married,tertiary,no,5228,yes,no,cellular,23,nov,2885,11,37,12,unknown,no
32,student,married,secondary,no,12270,yes,no,cellular,18,jul,3584,28,135,26,failure,no
63,student,married,secondary,no,13355,yes,no,cellular,21,jan,2692,40,75,2,unknown,yes
40,self-employed,married,tertiary,no,3595,yes,yes,cellular,12,mar,2280,34,294,24,unknown,yes
29,services,single,tertiary,no,13797,yes,yes,cellular,12,nov,523,48,315,25,unknown,no
61,unemployed,divorced,tertiary,no,8923,yes,yes,cellular,10,aug,2393,34,108,1,unknown,no
32,retired,single,tertiary,no,18375,no,no,cellular,4,jan,3117,21,55,26,unknown,no
66,services,married,secondary,no,7599,yes,no,unknown,25,dec,2593,36,17,15,unknown,no
38,retired,married,tertiary,no,4462,no,yes,cellular,20,jun,1968,28,378,27,unknown,no
32,housemaid,married,primary,no,11307,yes,no,cellular,5,dec,1101,34,103,10,unknown,no
31,management,married,tertiary,no,4368,no,yes,cellular,8,feb,1753,41,148,2,failure,no
59,blue-collar,married,secondary,no,7406,yes,no,cellular,19,sep,1836,29,218,14,failure,no
32,services,single,secondary,no,1942,yes,no,unknown,22,feb,3994,26,395,2,failure,no
80,services,married,tertiary,no,-200,yes,no,unknown,6,jun,3144,13,5,26,unknown,yes
85,retired,married,secondary,no,12414,no,no,cellular,16,apr,2841,34,158,26,unknown,no
44,self-employed,married,tertiary,no,8261,no,no,cellular,30,sep,2296,19,97,18,unknown,no
70,self-employed,married,secondary,no,377,no,no,cellular,23,jan,2094,8,326,3,unknown,yes
69,services,single,primary,no,5323,yes,yes,cellular,9,jan,1144,29,382,20,unknown,yes
80,self-employed,divorced,secondary,no,16487,yes,no,unknown,11,oct,2261,43,250,21,unknown,no
90,student,married,secondary,no,14226,no,no,unknown,3,mar,2286,40,60,4,unknown,yes
70,self-employed,married,secondary,no,-729,yes,no,unknown,29,nov,1079,16,373,8,failure,no
74,services,divorced,secondary,no,3020,yes,no,unknown,14,jun,2397,28,67,6,unknown,no
69,unemployed,single,tertiary,no,10548,yes,no,cellular,5,mar,106,30,252,22,unknown,no
60,unemployed,divorced,primary,no,-1566,yes,no,cellular,21,jul,2878,23,316,22,unknown,yes
24,technician,married,secondary,no,17982,yes,no,cellular,21,sep,47,29,371,12,unknown,no
59,unemployed,married,tertiary,no,1771,yes,yes,cellular,6,dec,3644,20,111,27,unknown,no
21,technician,married,secondary,no,12873,no,yes,cellular,1,oct,336,17,16,26,unknown,no
86,housemaid,married,secondary,no,6726,yes,no,cellular,31,feb,1049,26,156,22,unknown,no
22,entrepreneur,single,tertiary,no,6572,no,no,cellular,13,apr,2851,47,66,17,unknown,no
92,blue-collar,married,tertiary,no,16534,yes,yes,cellular,9,mar,1280,39,314,23,unknown,no
58,entrepreneur,married,tertiary,no,2124,yes,no,cellular,28,jun,2055,33,2,14,unknown,no
21,self-employed,married,tertiary,no,10117,no,no,unknown,3,may,624,14,365,11,unknown,no
19,admin.,single,primary,no,3602,no,no,telephone,6,dec,1890,31,102,9,failure,no
84,self-employed,married,tertiary,no,13421,no,no,cellular,20,mar,1276,16,154,16,unknown,no
38,services,married,tertiary,no,3167,no,no,cellular,23,sep,1715,21,-1,5,unknown,no
87,services,single,tertiary,no,3486,no,no,unknown,8,dec,2766,35,334,27,unknown,no
60,blue-collar,married,secondary,no,18433,no,no,cellular,4,aug,302,19,333,10,success,yes
86,management,married,tertiary,no,14930,no,yes,cellular,26,mar,638,6,387,2,failure,no
26,management,married,secondary,no,18806,no,no,cellular,6,oct,55,23,3,5,unknown,no
45,management,single,tertiary,no,7943,yes,no,unknown,12,may,725,26,379,21,unknown,no
43,unemployed,single,secondary,no,2824,no,no,unknown,12,may,525,9,202,23,failure,no
20,housemaid,single,tertiary,no,1115,yes,no,unknown,26,may,473,13,32,19,unknown,no
90,self-employed,divorced,secondary,no,-1782,no,no,cellular,30,aug,27,44,10,11,unknown,no
66,services,divorced,primary,no,-1875,yes,no,cellular,7,mar,2125,15,203,2,unknown,no
34,admin.,single,tertiary,no,11169,yes,no,cellular,28,mar,3287,32,206,1,failure,no
80,admin.,married,secondary,no,14325,no,no,cellular,26,aug,3457,39,184,27,unknown,no
72,admin.,single,secondary,no,11690,yes,yes,cellular,16,sep,364,44,153,21,unknown,no
40,management,married,secondary,no,10606,no,no,cellular,7,may,2713,17,343,2,unknown,no
51,blue-collar,divorced,tertiary,no,7415,yes,no,cellular,25,oct,525,45,366,12,unknown,no
86,management,single,secondary,yes,2180,yes,yes,unknown,24,aug,2746,29,181,19,unknown,no
32,student,married,secondary,no,3160,no,no,cellular,3,may,1335,49,154,8,other,no
64,student,married,secondary,no,17154,yes,no,telephone,13,dec,882,40,227,22,unknown,no
20,services,married,tertiary,no,7766,no,no,cellular,20,apr,1030,18,101,29,unknown,no
45,self-employed,married,tertiary,no,-58,yes,no,cellular,31,feb,1026,34,181,16,unknown,no
20,self-employed,married,secondary,no,9532,no,no,cellular,9,nov,1646,49,257,13,unknown,no
21,blue-collar,married,secondary,no,18841,no,no,unknown,11,apr,918,25,264,19,unknown,no
48,housemaid,married,secondary,no,8606,no,no,cellular,7,feb,2797,12,71,26,unknown,no
62,unemployed,single,tertiary,no,-746,no,no,cellular,23,jul,2410,45,359,7,unknown,no
76,admin.,married,tertiary,no,-1013,yes,no,cellular,15,jul,1774,15,371,25,unknown,no
62,self-employed,married,secondary,no,12923,no,no,cellular,1,sep,1531,43,319,3,unknown,no
92,blue-collar,married,secondary,no,6111,no,no,cellular,2,dec,3345,24,240,0,unknown,yes
54,admin.,divorced,secondary,no,12824,yes,yes,cellular,31,apr,3577,9,114,9,unknown,yes
82,management,married,tertiary,no,19737,yes,no,cellular,1,may,2853,40,64,12,success,no
26,retired,married,primary,no,10093,no,yes,telephone,15,nov,2786,20,276,1,unknown,no
34,entrepreneur,married,tertiary,no,11740,no,no,cellular,4,apr,1906,25,142,4,other,no
82,self-employed,married,secondary,no,11118,yes,no,cellular,4,apr,3086,47,216,5,unknown,no
20,housemaid,married,secondary,no,9911,yes,no,cellular,14,may,1215,24,166,0,success,no
43,blue-collar,married,primary,no,13001,yes,yes,unknown,5,mar,1654,49,15,4,unknown,no
70,unemployed,married,tertiary,no,7509,yes,no,telephone,21,sep,484,26,34,23,unknown,no
48,housemaid,single,tertiary,no,-629,yes,no,cellular,28,jul,2075,14,278,14,unknown,yes
43,management,single,primary,no,11163,yes,no,cellular,1,jan,713,5,139,7,unknown,no
40,self-employed,married,secondary,no,-1640,yes,no,cellular,15,jan,1062,48,239,17,unknown,no
47,services,single,secondary,no,6104,no,no,unknown,7,jan,1976,29,307,24,unknown,no
27,management,married,tertiary,no,12186,no,no,telephone,16,mar,1296,8,274,17,unknown,yes
89,unemployed,married,tertiary,no,6549,yes,yes,unknown,22,sep,1254,17,353,3,unknown,no
81,management,married,secondary,no,783,yes,no,cellular,24,aug,2133,43,391,25,unknown,no
39,blue-collar,married,primary,no,-1937,no,no,cellular,14,sep,3545,22,114,19,unknown,no
32,housemaid,married,tertiary,no,16612,no,no,cellular,15,may,125,18,86,19,unknown,no
73,blue-collar,single,tertiary,no,1849,no,no,cellular,15,jul,2859,27,138,6,failure,yes
91,admin.,single,primary,no,1938,no,no,cellular,20,oct,536,2,378,7,failure,no
37,retired,married,secondary,no,15899,yes,yes,cellular,1,sep,2192,1,42,28,unknown,no
64,housemaid,married,tertiary,no,6771,yes,no,cellular,28,may,3596,41,353,23,unknown,no
70,retired,married,secondary,no,10609,no,yes,telephone,19,aug,3283,8,68,19,unknown,yes
70,blue-collar,married,secondary,no,11483,yes,no,telephone,25,aug,2072,21,164,12,unknown,yes
18,services,married,secondary,no,8523,yes,no,cellular,26,mar,1603,24,152,3,unknown,no
19,self-employed,divorced,secondary,no,158,yes,no,telephone,7,may,3465,2,151,21,unknown,yes
75,unemployed,married,secondary,no,16509,yes,no,cellular,18,aug,66,44,105,24,unknown,no
36,student,single,tertiary,no,9961,no,no,telephone,31,oct,232,38,289,20,unknown,no
79,management,married,secondary,no,4396,yes,no,cellular,15,mar,2156,28,337,17,unknown,no
89,management,single,secondary,no,283,yes,no,unknown,13,mar,1169,34,395,12,failure,no
29,student,single,secondary,no,4236,no,no,cellular,19,jun,2158,12,358,13,unknown,no
43,retired,single,secondary,no,5809,no,yes,cellular,18,jul,2275,5,78,8,unknown,no
44,unemployed,divorced,tertiary,no,9958,no,yes,cellular,31,jul,110,45,110,11,unknown,no
46,housemaid,married,tertiary,no,1105,no,no,cellular,4,jun,1493,36,267,8,failure,no
32,self-employed,married,secondary,no,1552,yes,no,unknown,18,jul,2081,8,147,26,unknown,no
63,entrepreneur,single,tertiary,no,17859,yes,no,unknown,4,jul,622,30,334,0,unknown,no
18,retired,married,secondary,no,-162,yes,no,unknown,27,apr,3847,10,386,8,unknown,no
77,housemaid,single,secondary,no,15279,yes,no,unknown,16,aug,3440,21,335,6,success,yes
74,housemaid,married,secondary,no,19993,yes,no,cellular,14,aug,2795,46,316,0,unknown,no
20,unemployed,married,secondary,no,3913,yes,no,cellular,30,feb,2642,34,70,1,success,yes
35,unemployed,married,secondary,no,17795,no,no,unknown,14,oct,3625,34,240,17,unknown,no
69,technician,divorced,secondary,no,13872,no,yes,cellular,7,may,2472,4,227,7,unknown,no
77,management,divorced,secondary,no,17392,no,no,cellular,13,feb,2660,11,149,0,unknown,yes
51,self-employed,married,secondary,no,18054,yes,no,unknown,24,mar,1541,22,72,26,unknown,no
77,admin.,married,secondary,no,890,no,no,cellular,14,mar,2739,41,16,2,unknown,yes
43,retired,single,secondary,no,12587,yes,no,cellular,10,may,1305,23,96,28,unknown,no
89,self-employed,single,tertiary,no,8235,no,no,cellular,13,aug,3391,49,257,0,unknown,no
36,technician,married,tertiary,no,13723,yes,no,unknown,6,mar,1761,34,262,20,other,no
39,technician,single,secondary,no,12646,yes,no,telephone,30,jul,3514,30,222,19,unknown,no
50,self-employed,married,secondary,no,15792,no,yes,telephone,11,may,1975,25,13,2,unknown,no
55,unemployed,married,tertiary,no,18256,no,no,unknown,25,dec,2362,24,259,7,unknown,yes
52,housemaid,married,primary,no,19061,no,no,cellular,6,oct,876,25,172,11,unknown,no
84,entrepreneur,single,tertiary,no,5446,yes,no,cellular,27,oct,1989,30,190,6,unknown,no
27,self-employed,single,secondary,no,9829,no,yes,cellular,11,oct,3812,39,265,19,unknown,no
32,retired,single,secondary,no,1458,yes,no,cellular,31,apr,3448,44,44,0,success,no
28,admin.,single,secondary,no,2397,yes,no,cellular,19,feb,1312,16,215,22,unknown,no
41,management,married,tertiary,no,12582,no,no,cellular,17,jun,1460,10,299,2,unknown,no
94,technician,single,tertiary,no,12823,no,no,cellular,25,apr,2709,31,182,20,unknown,no
21,services,married,tertiary,no,6088,no,no,cellular,3,apr,2324,11,145,11,unknown,no
30,services,single,secondary,no,5406,yes,no,cellular,1,may,1733,9,10,7,unknown,no
90,housemaid,married,tertiary,no,17984,yes,no,cellular,16,sep,1605,36,241,8,failure,no
74,unemployed,single,secondary,no,5071,yes,no,cellular,12,jan,1526,48,181,14,unknown,no
54,management,single,tertiary,no,19852,yes,yes,cellular,27,may,2671,19,128,25,unknown,no
65,technician,single,secondary,no,11078,no,no,cellular,14,may,2563,5,52,10,unknown,no
88,services,single,tertiary,no,14104,yes,no,cellular,18,feb,3421,12,351,25,unknown,no
18,services,married,tertiary,yes,3007,no,no,cellular,28,mar,2890,10,207,22,unknown,no
77,entrepreneur,single,secondary,no,7567,no,no,cellular,3,apr,3517,14,205,5,unknown,no
29,self-employed,married,secondary,no,7725,no,no,cellular,24,jan,3901,20,32,4,unknown,no
38,student,divorced,primary,no,8144,yes,no,telephone,8,oct,2397,20,390,4,unknown,no
28,blue-collar,single,secondary,no,9449,yes,no,cellular,18,mar,1630,44,82,15,unknown,no
61,management,married,secondary,no,9183,yes,no,cellular,16,jan,3735,36,24,14,unknown,no
75,blue-collar,single,tertiary,no,19074,yes,no,cellular,15,jan,2870,25,73,28,unknown,no
61,student,married,secondary,no,17880,no,no,unknown,22,sep,1160,41,131,10,unknown,no
51,admin.,divorced,secondary,no,10349,no,no,unknown,2,apr,758,46,151,19,unknown,no
42,unemployed,single,secondary,no,17856,no,no,cellular,29,apr,2946,5,376,22,failure,no
